Escena,FPS Promedio,GPU (ms),CPU (ms),Draw Calls,Triangulos,Geometrias,Texturas,Shaders,Lineas,Puntos,Memoria RAM (MB)
Metricas Actuales,27.33,0.00,1.13,3,6144012,14,5,5,0,500,175.00
