1024000 Triángulos

Escena,FPS Promedio,GPU (ms),CPU (ms),Draw Calls,Triangulos,Geometrias,Texturas,Shaders,Lineas,Puntos,Memoria RAM (MB)
Metricas Actuales,9.23,0.00,107.40,3,6144012,14,5,5,0,500,466.00
