4096 entidades

Escena,FPS Promedio,GPU (ms),CPU (ms),Draw Calls,Triangulos,Geometrias,Texturas,Shaders,Lineas,Puntos,Memoria RAM (MB),VRAM Estimada (MB), Interseccion (ms)
Metricas Actuales,4.97,0.00,23.70,4088,1961472,3,1,2,0,0,360.00,0.02, 1.1722
