16 entidades

Escena,FPS Promedio,GPU (ms),CPU (ms),Draw Calls,Triangulos,Geometrias,Texturas,Shaders,Lineas,Puntos,Memoria RAM (MB),VRAM Estimada (MB), Interseccion (ms)
Metricas Actuales,80.94,0.00,0.77,18,7872,3,1,2,0,0,127.30,0.02, 0.0205
